#unique_identifier_A	unique_identifier_B	alt_identifier_A	alt_identifier_B	alias_A	alias_B	interaction_detection_method	author	pmid	ncbi_taxid_A	ncbi_taxid_B	interaction_type	source_database	idinteraction_in_source_db	confidence_score	expansion_method	biological_role_A	biological_role_B	exp_role_A	exp_role_B	interactor_type_A	interactor_type_B	xrefs_A	xrefs_B	xrefs_interaction	annotations_A	annotations_B	annotations_interaction	ncbi_taxid_host_organism	parameters_interaction	creation_date	update_date	checksum_A	checksum_B	checksum_interaction	negative	features_A	features_B	stoichiometry_A	stoichiometry_B	participant_identification_method_A	participant_identification_method_B
innatedb:IDBG-174941	innatedb:IDBG-179428	ensembl:ENSMUSG00000031431	ensembl:ENSMUSG00000000441	refseq:NP_034416|uniprotkb:Q9Z2S7|uniprotkb:T22D3_MOUSE|refseq:NP_001070832|mgi:Tsc22d3(display_short)	refseq:NP_084056|uniprotkb:Q99N57|uniprotkb:RAF1_MOUSE|mgi:Raf1(display_short)	psi-mi:"MI:0007"(anti tag coimmunoprecipitation)	Ayroldi et al. (2002)	pubmed:12391160	taxid:10090(Mouse)	taxid:10090(Mouse)	psi-mi:"MI:0915"(physical association)	MI:0974(innatedb)	innatedb:IDB-114157	lpr:7|hpr:7|np:1|	-	psi-mi:"MI:0499"(unspecified role)	psi-mi:"MI:0499"(unspecified role)	psi-mi:"MI:0498"(prey)	psi-mi:"MI:0496"(bait)	psi-mi:"MI:0326"(protein)	psi-mi:"MI:0326"(protein)	-	-	-	-	-	-	taxid:10090	-	2010/03/07	2010/03/07	-	-	-	false	-	-	-	-	psi-mi:"MI:0363"(inferred by author)	psi-mi:"MI:0363"(inferred by author)
innatedb:IDBG-174941	innatedb:IDBG-179428	ensembl:ENSMUSG00000031431	ensembl:ENSMUSG00000000441	refseq:NP_034416|uniprotkb:Q9Z2S7|uniprotkb:T22D3_MOUSE|refseq:NP_001070832|mgi:Tsc22d3(display_short)	refseq:NP_084056|uniprotkb:Q99N57|uniprotkb:RAF1_MOUSE|mgi:Raf1(display_short)	psi-mi:"MI:0007"(anti tag coimmunoprecipitation)	Ayroldi et al. (2002)	pubmed:12391160	taxid:10090(Mouse)	taxid:10090(Mouse)	psi-mi:"MI:0915"(physical association)	MI:0974(innatedb)	innatedb:IDB-114158	lpr:7|hpr:7|np:1|	-	psi-mi:"MI:0499"(unspecified role)	psi-mi:"MI:0499"(unspecified role)	psi-mi:"MI:0498"(prey)	psi-mi:"MI:0496"(bait)	psi-mi:"MI:0326"(protein)	psi-mi:"MI:0326"(protein)	-	-	-	-	-	-	taxid:10090	-	2010/03/07	2010/03/07	-	-	-	false	-	-	-	-	psi-mi:"MI:0363"(inferred by author)	psi-mi:"MI:0363"(inferred by author)
innatedb:IDBG-19277	innatedb:IDBG-81583	ensembl:ENSG00000132155	ensembl:ENSG00000157514	refseq:NP_002871|uniprotkb:P04049|uniprotkb:RAF1_HUMAN|hgnc:RAF1(display_short)	refseq:NP_004080|uniprotkb:Q99576|uniprotkb:T22D3_HUMAN|refseq:NP_001015881|refseq:NP_932174|hgnc:TSC22D3(display_short)	psi-mi:"MI:0007"(anti tag coimmunoprecipitation)	Ayroldi et al. (2002)	pubmed:12391160	taxid:9606(Human)	taxid:9606(Human)	psi-mi:"MI:0915"(physical association)	MI:0974(innatedb)	innatedb:IDB-114159	lpr:7|hpr:7|np:1|	-	psi-mi:"MI:0499"(unspecified role)	psi-mi:"MI:0499"(unspecified role)	psi-mi:"MI:0498"(prey)	psi-mi:"MI:0496"(bait)	psi-mi:"MI:0326"(protein)	psi-mi:"MI:0326"(protein)	-	-	-	-	-	-	taxid:9534	-	2010/03/07	2010/03/07	-	-	-	false	-	-	-	-	psi-mi:"MI:0363"(inferred by author)	psi-mi:"MI:0363"(inferred by author)
innatedb:IDBG-16878	innatedb:IDBG-19277	ensembl:ENSG00000174775	ensembl:ENSG00000132155	uniprotkb:P01112|uniprotkb:RASH_HUMAN|refseq:NP_789765|refseq:NP_001123914|refseq:NP_005334|hgnc:HRAS(display_short)	refseq:NP_002871|uniprotkb:P04049|uniprotkb:RAF1_HUMAN|hgnc:RAF1(display_short)	psi-mi:"MI:0059"(gst pull down)	Ayroldi et al. (2002)	pubmed:12391160	taxid:9606(Human)	taxid:9606(Human)	psi-mi:"MI:0915"(physical association)	MI:0974(innatedb)	innatedb:IDB-114160	lpr:7|hpr:7|np:1|	-	psi-mi:"MI:0499"(unspecified role)	psi-mi:"MI:0499"(unspecified role)	psi-mi:"MI:0498"(prey)	psi-mi:"MI:0496"(bait)	psi-mi:"MI:0326"(protein)	psi-mi:"MI:0326"(protein)	-	-	-	-	-	-	taxid:0	-	2008/03/30	2008/03/30	-	-	-	false	-	-	-	-	psi-mi:"MI:0363"(inferred by author)	psi-mi:"MI:0363"(inferred by author)
innatedb:IDBG-16878	innatedb:IDBG-19277	ensembl:ENSG00000174775	ensembl:ENSG00000132155	uniprotkb:P01112|uniprotkb:RASH_HUMAN|refseq:NP_789765|refseq:NP_001123914|refseq:NP_005334|hgnc:HRAS(display_short)	refseq:NP_002871|uniprotkb:P04049|uniprotkb:RAF1_HUMAN|hgnc:RAF1(display_short)	psi-mi:"MI:0007"(anti tag coimmunoprecipitation)	Zang et al. (2002)	pubmed:11733498	taxid:9606(Human)	taxid:9606(Human)	psi-mi:"MI:0915"(physical association)	MI:0974(innatedb)	innatedb:IDB-114161	lpr:8|hpr:8|np:1|	-	psi-mi:"MI:0499"(unspecified role)	psi-mi:"MI:0499"(unspecified role)	psi-mi:"MI:0498"(prey)	psi-mi:"MI:0496"(bait)	psi-mi:"MI:0326"(protein)	psi-mi:"MI:0326"(protein)	-	-	-	-	-	-	taxid:9534	-	2010/03/07	2010/03/07	-	-	-	false	-	-	-	-	psi-mi:"MI:0363"(inferred by author)	psi-mi:"MI:0363"(inferred by author)
innatedb:IDBG-19277	innatedb:IDBG-22709	ensembl:ENSG00000132155	ensembl:ENSG00000142208	refseq:NP_002871|uniprotkb:P04049|uniprotkb:RAF1_HUMAN|hgnc:RAF1(display_short)	uniprotkb:AKT1_HUMAN|refseq:NP_001014432|uniprotkb:P31749|refseq:NP_001014431|refseq:NP_005154|hgnc:AKT1(display_short)	psi-mi:"MI:0007"(anti tag coimmunoprecipitation)	Mabuchi et al. (2002)	pubmed:12087097	taxid:9606(Human)	taxid:9606(Human)	psi-mi:"MI:0915"(physical association)	MI:0974(innatedb)	innatedb:IDB-114162	lpr:3|hpr:3|np:1|	-	psi-mi:"MI:0499"(unspecified role)	psi-mi:"MI:0499"(unspecified role)	psi-mi:"MI:0498"(prey)	psi-mi:"MI:0496"(bait)	psi-mi:"MI:0326"(protein)	psi-mi:"MI:0326"(protein)	-	-	-	-	-	-	taxid:9606	-	2010/03/07	2010/03/07	-	-	-	false	-	-	-	-	psi-mi:"MI:0363"(inferred by author)	psi-mi:"MI:0363"(inferred by author)
innatedb:IDBG-19277	innatedb:IDBG-22709	ensembl:ENSG00000132155	ensembl:ENSG00000142208	refseq:NP_002871|uniprotkb:P04049|uniprotkb:RAF1_HUMAN|hgnc:RAF1(display_short)	uniprotkb:AKT1_HUMAN|refseq:NP_001014432|uniprotkb:P31749|refseq:NP_001014431|refseq:NP_005154|hgnc:AKT1(display_short)	psi-mi:"MI:0007"(anti tag coimmunoprecipitation)	Mabuchi et al. (2002)	pubmed:12087097	taxid:9606(Human)	taxid:9606(Human)	psi-mi:"MI:0915"(physical association)	MI:0974(innatedb)	innatedb:IDB-114163	lpr:3|hpr:3|np:1|	-	psi-mi:"MI:0499"(unspecified role)	psi-mi:"MI:0499"(unspecified role)	psi-mi:"MI:0498"(prey)	psi-mi:"MI:0496"(bait)	psi-mi:"MI:0326"(protein)	psi-mi:"MI:0326"(protein)	-	-	-	-	-	-	taxid:9606	-	2010/03/07	2010/03/07	-	-	-	false	-	-	-	-	psi-mi:"MI:0363"(inferred by author)	psi-mi:"MI:0363"(inferred by author)
innatedb:IDBG-19277	innatedb:IDBG-22709	ensembl:ENSG00000132155	ensembl:ENSG00000142208	refseq:NP_002871|uniprotkb:P04049|uniprotkb:RAF1_HUMAN|hgnc:RAF1(display_short)	uniprotkb:AKT1_HUMAN|refseq:NP_001014432|uniprotkb:P31749|refseq:NP_001014431|refseq:NP_005154|hgnc:AKT1(display_short)	psi-mi:"MI:0424"(protein kinase assay)	Mabuchi et al. (2002)	pubmed:12087097	taxid:9606(Human)	taxid:9606(Human)	psi-mi:"MI:0915"(physical association)	MI:0974(innatedb)	innatedb:IDB-114164	lpr:3|hpr:3|np:1|	-	psi-mi:"MI:0502"(enzyme target)	psi-mi:"MI:0501"(enzyme)	psi-mi:"MI:0497"(neutral component)	psi-mi:"MI:0497"(neutral component)	psi-mi:"MI:0326"(protein)	psi-mi:"MI:0326"(protein)	-	-	-	-	-	-	taxid:0	-	2008/09/28	2008/09/28	-	-	-	false	-	-	-	-	psi-mi:"MI:0363"(inferred by author)	psi-mi:"MI:0363"(inferred by author)
innatedb:IDBG-19277	innatedb:IDBG-65610	ensembl:ENSG00000132155	ensembl:ENSG00000149269	refseq:NP_002871|uniprotkb:P04049|uniprotkb:RAF1_HUMAN|hgnc:RAF1(display_short)	refseq:NP_001122092|uniprotkb:PAK1_HUMAN|uniprotkb:Q13153|refseq:NP_002567|hgnc:PAK1(display_short)	psi-mi:"MI:0007"(anti tag coimmunoprecipitation)	Zang et al. (2002)	pubmed:11733498	taxid:9606(Human)	taxid:9606(Human)	psi-mi:"MI:0915"(physical association)	MI:0974(innatedb)	innatedb:IDB-114165	lpr:8|hpr:8|np:1|	-	psi-mi:"MI:0499"(unspecified role)	psi-mi:"MI:0499"(unspecified role)	psi-mi:"MI:0498"(prey)	psi-mi:"MI:0496"(bait)	psi-mi:"MI:0326"(protein)	psi-mi:"MI:0326"(protein)	-	-	-	-	-	-	taxid:9606	-	2010/03/07	2010/03/07	-	-	-	false	-	-	-	-	psi-mi:"MI:0363"(inferred by author)	psi-mi:"MI:0363"(inferred by author)
innatedb:IDBG-19277	innatedb:IDBG-65610	ensembl:ENSG00000132155	ensembl:ENSG00000149269	refseq:NP_002871|uniprotkb:P04049|uniprotkb:RAF1_HUMAN|hgnc:RAF1(display_short)	refseq:NP_001122092|uniprotkb:PAK1_HUMAN|uniprotkb:Q13153|refseq:NP_002567|hgnc:PAK1(display_short)	psi-mi:"MI:0007"(anti tag coimmunoprecipitation)	Zang et al. (2002)	pubmed:11733498	taxid:9606(Human)	taxid:9606(Human)	psi-mi:"MI:0915"(physical association)	MI:0974(innatedb)	innatedb:IDB-114166	lpr:8|hpr:8|np:1|	-	psi-mi:"MI:0499"(unspecified role)	psi-mi:"MI:0499"(unspecified role)	psi-mi:"MI:0498"(prey)	psi-mi:"MI:0496"(bait)	psi-mi:"MI:0326"(protein)	psi-mi:"MI:0326"(protein)	-	-	-	-	-	-	taxid:9606	-	2010/03/07	2010/03/07	-	-	-	false	-	-	-	-	psi-mi:"MI:0363"(inferred by author)	psi-mi:"MI:0363"(inferred by author)
innatedb:IDBG-19277	innatedb:IDBG-65610	ensembl:ENSG00000132155	ensembl:ENSG00000149269	refseq:NP_002871|uniprotkb:P04049|uniprotkb:RAF1_HUMAN|hgnc:RAF1(display_short)	refseq:NP_001122092|uniprotkb:PAK1_HUMAN|uniprotkb:Q13153|refseq:NP_002567|hgnc:PAK1(display_short)	psi-mi:"MI:0059"(gst pull down)	Zang et al. (2002)	pubmed:11733498	taxid:9606(Human)	taxid:9606(Human)	psi-mi:"MI:0915"(physical association)	MI:0974(innatedb)	innatedb:IDB-114167	lpr:8|hpr:8|np:1|	-	psi-mi:"MI:0499"(unspecified role)	psi-mi:"MI:0499"(unspecified role)	psi-mi:"MI:0498"(prey)	psi-mi:"MI:0496"(bait)	psi-mi:"MI:0326"(protein)	psi-mi:"MI:0326"(protein)	-	-	-	-	-	-	taxid:0	-	2008/03/30	2008/03/30	-	-	-	false	-	-	-	-	psi-mi:"MI:0363"(inferred by author)	psi-mi:"MI:0363"(inferred by author)
