#unique_identifier_A	unique_identifier_B	alt_identifier_A	alt_identifier_B	alias_A	alias_B	interaction_detection_method	author	pmid	ncbi_taxid_A	ncbi_taxid_B	interaction_type	source_database	idinteraction_in_source_db	confidence_score	expansion_method	biological_role_A	biological_role_B	exp_role_A	exp_role_B	interactor_type_A	interactor_type_B	xrefs_A	xrefs_B	xrefs_interaction	annotations_A	annotations_B	annotations_interaction	ncbi_taxid_host_organism	parameters_interaction	creation_date	update_date	checksum_A	checksum_B	checksum_interaction	negative	features_A	features_B	stoichiometry_A	stoichiometry_B	participant_identification_method_A	participant_identification_method_B
innatedb:IDBG-158983	innatedb:IDBG-158983	ensembl:ENSMUSG00000053436	ensembl:ENSMUSG00000053436	uniprotkb:MK14_MOUSE|refseq:NP_001161980|uniprotkb:P47811|refseq:NP_036081|refseq:NP_001161986|refseq:NP_001161985|mgi:Mapk14(display_short)	uniprotkb:MK14_MOUSE|refseq:NP_001161980|uniprotkb:P47811|refseq:NP_036081|refseq:NP_001161986|refseq:NP_001161985|mgi:Mapk14(display_short)	psi-mi:"MI:0423"(in-gel kinase assay)	Toivola et al. (2002)	pubmed:12058054	taxid:10090(Mouse)	taxid:10090(Mouse)	psi-mi:"MI:0217"(phosphorylation reaction)	MI:0974(innatedb)	innatedb:IDB-114831	lpr:4|hpr:4|np:1|	-	psi-mi:"MI:0501"(enzyme)	psi-mi:"MI:0502"(enzyme target)	psi-mi:"MI:0497"(neutral component)	psi-mi:"MI:0497"(neutral component)	psi-mi:"MI:0326"(protein)	psi-mi:"MI:0326"(protein)	-	-	-	-	-	-	taxid:9606	-	2010/03/07	2010/03/07	-	-	-	false	-	-	-	-	psi-mi:"MI:0396"(predetermined participant)	psi-mi:"MI:0821"(molecular weight estimation by autoradiography)
innatedb:IDBG-106265	innatedb:IDBG-158983	ensembl:ENSG00000162889	ensembl:ENSMUSG00000053436	uniprotkb:MAPK2_HUMAN|refseq:NP_004750|uniprotkb:P49137|refseq:NP_116584|hgnc:MAPKAPK2(display_short)	uniprotkb:MK14_MOUSE|refseq:NP_001161980|uniprotkb:P47811|refseq:NP_036081|refseq:NP_001161986|refseq:NP_001161985|mgi:Mapk14(display_short)	psi-mi:"MI:0107"(surface plasmon resonance)	Davidson et al. (2004)	pubmed:15362850	taxid:9606(Human)	taxid:10090(Mouse)	psi-mi:"MI:0915"(physical association)	MI:0974(innatedb)	innatedb:IDB-114832	lpr:1|hpr:1|np:1|	-	psi-mi:"MI:0499"(unspecified role)	psi-mi:"MI:0499"(unspecified role)	psi-mi:"MI:0496"(bait)	psi-mi:"MI:0498"(prey)	psi-mi:"MI:0326"(protein)	psi-mi:"MI:0326"(protein)	-	-	-	-	-	-	taxid:0	-	2008/03/30	2008/03/30	-	-	-	false	-	-	-	-	psi-mi:"MI:0396"(predetermined participant)	psi-mi:"MI:0396"(predetermined participant)
innatedb:IDBG-66516	innatedb:IDBG-98770	ensembl:ENSG00000108984	ensembl:ENSG00000085511	uniprotkb:MP2K6_HUMAN|refseq:NP_002749|uniprotkb:P52564|hgnc:MAP2K6(display_short)	uniprotkb:M3K4_HUMAN|refseq:NP_006715|uniprotkb:Q9Y6R4|refseq:NP_005913|refseq:NP_001288001|refseq:NP_001278887|hgnc:MAP3K4(display_short)	psi-mi:"MI:0423"(in-gel kinase assay)	Takekawa et al. (1997)	pubmed:9305639	taxid:9606(Human)	taxid:9606(Human)	psi-mi:"MI:0217"(phosphorylation reaction)	MI:0974(innatedb)	innatedb:IDB-114833	lpr:3|hpr:3|np:1|	-	psi-mi:"MI:0502"(enzyme target)	psi-mi:"MI:0501"(enzyme)	psi-mi:"MI:0497"(neutral component)	psi-mi:"MI:0497"(neutral component)	psi-mi:"MI:0326"(protein)	psi-mi:"MI:0326"(protein)	-	-	-	-	-	-	taxid:0	-	2008/09/28	2008/09/28	-	-	-	false	-	-	-	-	psi-mi:"MI:0396"(predetermined participant)	psi-mi:"MI:0078"(nucleotide sequence identification)
innatedb:IDBG-31021	innatedb:IDBG-98770	ensembl:ENSG00000065559	ensembl:ENSG00000085511	uniprotkb:MP2K4_HUMAN|refseq:NP_003001|uniprotkb:P45985|refseq:NP_001268364|hgnc:MAP2K4(display_short)	uniprotkb:M3K4_HUMAN|refseq:NP_006715|uniprotkb:Q9Y6R4|refseq:NP_005913|refseq:NP_001288001|refseq:NP_001278887|hgnc:MAP3K4(display_short)	psi-mi:"MI:0423"(in-gel kinase assay)	Takekawa et al. (1997)	pubmed:9305639	taxid:9606(Human)	taxid:9606(Human)	psi-mi:"MI:0217"(phosphorylation reaction)	MI:0974(innatedb)	innatedb:IDB-114834	lpr:3|hpr:3|np:1|	-	psi-mi:"MI:0502"(enzyme target)	psi-mi:"MI:0501"(enzyme)	psi-mi:"MI:0497"(neutral component)	psi-mi:"MI:0497"(neutral component)	psi-mi:"MI:0326"(protein)	psi-mi:"MI:0326"(protein)	-	-	-	-	-	-	taxid:0	-	2008/09/28	2008/09/28	-	-	-	false	-	-	-	-	psi-mi:"MI:0396"(predetermined participant)	psi-mi:"MI:0078"(nucleotide sequence identification)
innatedb:IDBG-75609	innatedb:IDBG-84613	ensembl:ENSG00000115966	ensembl:ENSG00000112062	refseq:NP_001243021|refseq:NP_001243022|uniprotkb:ATF2_HUMAN|refseq:NP_001243019|refseq:NP_001871|uniprotkb:P15336|refseq:NP_001243023|refseq:NP_001243020|hgnc:ATF2(display_short)	uniprotkb:MK14_HUMAN|refseq:NP_620581|refseq:NP_620582|uniprotkb:Q16539|refseq:NP_001306|refseq:NP_620583|hgnc:MAPK14(display_short)	psi-mi:"MI:0423"(in-gel kinase assay)	Takekawa et al. (1997)	pubmed:9305639	taxid:9606(Human)	taxid:9606(Human)	psi-mi:"MI:0217"(phosphorylation reaction)	MI:0974(innatedb)	innatedb:IDB-114835	lpr:3|hpr:3|np:1|	-	psi-mi:"MI:0502"(enzyme target)	psi-mi:"MI:0501"(enzyme)	psi-mi:"MI:0497"(neutral component)	psi-mi:"MI:0497"(neutral component)	psi-mi:"MI:0326"(protein)	psi-mi:"MI:0326"(protein)	-	-	-	-	-	-	taxid:9534	-	2010/03/07	2010/03/07	-	-	-	false	-	-	-	-	psi-mi:"MI:0396"(predetermined participant)	psi-mi:"MI:0396"(predetermined participant)
innatedb:IDBG-31974	innatedb:IDBG-86437	ensembl:ENSG00000109320	ensembl:ENSG00000136807	uniprotkb:NFKB1_HUMAN|refseq:NP_003989|uniprotkb:P19838|refseq:NP_001158884|hgnc:NFKB1(display_short)	uniprotkb:CDK9_HUMAN|refseq:NP_001252|uniprotkb:P50750|hgnc:CDK9(display_short)	psi-mi:"MI:0059"(gst pull down)	Amini et al. (2002)	pubmed:12173051	taxid:9606(Human)	taxid:9606(Human)	psi-mi:"MI:0915"(physical association)	MI:0974(innatedb)	innatedb:IDB-114836	lpr:4|hpr:4|np:1|	-	psi-mi:"MI:0499"(unspecified role)	psi-mi:"MI:0499"(unspecified role)	psi-mi:"MI:0498"(prey)	psi-mi:"MI:0496"(bait)	psi-mi:"MI:0326"(protein)	psi-mi:"MI:0326"(protein)	-	-	-	-	-	-	taxid:0	-	2008/03/30	2008/03/30	-	-	-	false	-	-	-	-	psi-mi:"MI:0113"(western blot)	psi-mi:"MI:0113"(western blot)
innatedb:IDBG-31974	innatedb:IDBG-86437	ensembl:ENSG00000109320	ensembl:ENSG00000136807	uniprotkb:NFKB1_HUMAN|refseq:NP_003989|uniprotkb:P19838|refseq:NP_001158884|hgnc:NFKB1(display_short)	uniprotkb:CDK9_HUMAN|refseq:NP_001252|uniprotkb:P50750|hgnc:CDK9(display_short)	psi-mi:"MI:0007"(anti tag coimmunoprecipitation)	Amini et al. (2002)	pubmed:12173051	taxid:9606(Human)	taxid:9606(Human)	psi-mi:"MI:0915"(physical association)	MI:0974(innatedb)	innatedb:IDB-114837	lpr:4|hpr:4|np:1|	-	psi-mi:"MI:0499"(unspecified role)	psi-mi:"MI:0499"(unspecified role)	psi-mi:"MI:0496"(bait)	psi-mi:"MI:0498"(prey)	psi-mi:"MI:0326"(protein)	psi-mi:"MI:0326"(protein)	-	-	-	-	-	-	taxid:9606	-	2010/02/21	2010/02/21	-	-	-	false	-	-	-	-	psi-mi:"MI:0113"(western blot)	psi-mi:"MI:0705"(anti tag western blot)
innatedb:IDBG-31974	innatedb:IDBG-87102	ensembl:ENSG00000109320	ensembl:ENSG00000166167	uniprotkb:NFKB1_HUMAN|refseq:NP_003989|uniprotkb:P19838|refseq:NP_001158884|hgnc:NFKB1(display_short)	uniprotkb:FBW1A_HUMAN|refseq:NP_378663|uniprotkb:Q9Y297|refseq:NP_001243785|refseq:NP_003930|hgnc:BTRC(display_short)	psi-mi:"MI:0007"(anti tag coimmunoprecipitation)	Lang et al. (2003)	pubmed:12482991	taxid:9606(Human)	taxid:9606(Human)	psi-mi:"MI:0915"(physical association)	MI:0974(innatedb)	innatedb:IDB-114839	lpr:4|hpr:4|np:1|	-	psi-mi:"MI:0499"(unspecified role)	psi-mi:"MI:0499"(unspecified role)	psi-mi:"MI:0496"(bait)	psi-mi:"MI:0498"(prey)	psi-mi:"MI:0326"(protein)	psi-mi:"MI:0326"(protein)	-	-	-	-	-	-	taxid:9606	-	2008/03/30	2008/03/30	-	-	-	false	-	-	-	-	psi-mi:"MI:0113"(western blot)	psi-mi:"MI:0113"(western blot)
innatedb:IDBG-31974	innatedb:IDBG-57611	ensembl:ENSG00000109320	ensembl:ENSG00000072803	uniprotkb:NFKB1_HUMAN|refseq:NP_003989|uniprotkb:P19838|refseq:NP_001158884|hgnc:NFKB1(display_short)	uniprotkb:FBW1B_HUMAN|refseq:NP_036432|uniprotkb:Q9UKB1|refseq:NP_387448|refseq:NP_387449|hgnc:FBXW11(display_short)	psi-mi:"MI:0007"(anti tag coimmunoprecipitation)	Lang et al. (2003)	pubmed:12482991	taxid:9606(Human)	taxid:9606(Human)	psi-mi:"MI:0915"(physical association)	MI:0974(innatedb)	innatedb:IDB-114840	lpr:4|hpr:4|np:1|	-	psi-mi:"MI:0499"(unspecified role)	psi-mi:"MI:0499"(unspecified role)	psi-mi:"MI:0496"(bait)	psi-mi:"MI:0498"(prey)	psi-mi:"MI:0326"(protein)	psi-mi:"MI:0326"(protein)	-	-	-	-	-	-	taxid:9606	-	2008/03/30	2008/03/30	-	-	-	false	-	-	-	-	psi-mi:"MI:0113"(western blot)	psi-mi:"MI:0113"(western blot)
innatedb:IDBG-31974	innatedb:IDBG-45426	ensembl:ENSG00000109320	ensembl:ENSG00000149948	uniprotkb:NFKB1_HUMAN|refseq:NP_003989|uniprotkb:P19838|refseq:NP_001158884|hgnc:NFKB1(display_short)	uniprotkb:HMGA2_HUMAN|refseq:NP_003475|uniprotkb:P52926|refseq:NP_003474|refseq:NP_001287848|refseq:NP_001287847|hgnc:HMGA2(display_short)	psi-mi:"MI:0059"(gst pull down)	Noro et al. (2003)	pubmed:12693954	taxid:9606(Human)	taxid:9606(Human)	psi-mi:"MI:0915"(physical association)	MI:0974(innatedb)	innatedb:IDB-114841	lpr:5|hpr:5|np:1|	-	psi-mi:"MI:0499"(unspecified role)	psi-mi:"MI:0499"(unspecified role)	psi-mi:"MI:0498"(prey)	psi-mi:"MI:0496"(bait)	psi-mi:"MI:0326"(protein)	psi-mi:"MI:0326"(protein)	-	-	-	-	-	-	taxid:0	-	2008/03/30	2008/03/30	-	-	-	false	-	-	-	-	psi-mi:"MI:0833"(autoradiography)	psi-mi:"MI:0396"(predetermined participant)
innatedb:IDBG-45426	innatedb:IDBG-57543	ensembl:ENSG00000149948	ensembl:ENSG00000173039	uniprotkb:HMGA2_HUMAN|refseq:NP_003475|uniprotkb:P52926|refseq:NP_003474|refseq:NP_001287848|refseq:NP_001287847|hgnc:HMGA2(display_short)	refseq:NP_001138610|uniprotkb:Q04206|uniprotkb:TF65_HUMAN|refseq:NP_068810|refseq:NP_001230914|refseq:NP_001230913|hgnc:RELA(display_short)	psi-mi:"MI:0059"(gst pull down)	Noro et al. (2003)	pubmed:12693954	taxid:9606(Human)	taxid:9606(Human)	psi-mi:"MI:0915"(physical association)	MI:0974(innatedb)	innatedb:IDB-114842	lpr:5|hpr:5|np:1|	-	psi-mi:"MI:0499"(unspecified role)	psi-mi:"MI:0499"(unspecified role)	psi-mi:"MI:0496"(bait)	psi-mi:"MI:0498"(prey)	psi-mi:"MI:0326"(protein)	psi-mi:"MI:0326"(protein)	-	-	-	-	-	-	taxid:0	-	2008/03/30	2008/03/30	-	-	-	false	-	-	-	-	psi-mi:"MI:0396"(predetermined participant)	psi-mi:"MI:0833"(autoradiography)
innatedb:IDBG-50782	innatedb:IDBG-84613	ensembl:ENSG00000105204	ensembl:ENSG00000112062	uniprotkb:DYR1B_HUMAN|refseq:NP_004705|uniprotkb:Q9Y463|refseq:NP_006475|refseq:NP_006474|hgnc:DYRK1B(display_short)	uniprotkb:MK14_HUMAN|refseq:NP_620581|refseq:NP_620582|uniprotkb:Q16539|refseq:NP_001306|refseq:NP_620583|hgnc:MAPK14(display_short)	psi-mi:"MI:0007"(anti tag coimmunoprecipitation)	Lim et al. (2002)	pubmed:12384504 	taxid:9606(Human)	taxid:9606(Human)	psi-mi:"MI:0915"(physical association)	MI:0974(innatedb)	innatedb:IDB-114843	lpr:4|hpr:4|np:1|	-	psi-mi:"MI:0499"(unspecified role)	psi-mi:"MI:0499"(unspecified role)	psi-mi:"MI:0496"(bait)	psi-mi:"MI:0498"(prey)	psi-mi:"MI:0326"(protein)	psi-mi:"MI:0326"(protein)	-	-	-	-	-	-	taxid:9606	-	2010/03/07	2010/03/07	-	-	-	false	-	-	-	-	psi-mi:"MI:0396"(predetermined participant)	psi-mi:"MI:0705"(anti tag western blot)
innatedb:IDBG-31974	innatedb:IDBG-57543	ensembl:ENSG00000109320	ensembl:ENSG00000173039	uniprotkb:NFKB1_HUMAN|refseq:NP_003989|uniprotkb:P19838|refseq:NP_001158884|hgnc:NFKB1(display_short)	refseq:NP_001138610|uniprotkb:Q04206|uniprotkb:TF65_HUMAN|refseq:NP_068810|refseq:NP_001230914|refseq:NP_001230913|hgnc:RELA(display_short)	psi-mi:"MI:0007"(anti tag coimmunoprecipitation)	Hou et al. (2003)	pubmed:12947093	taxid:9606(Human)	taxid:9606(Human)	psi-mi:"MI:0915"(physical association)	MI:0974(innatedb)	innatedb:IDB-114844	lpr:2|hpr:2|np:1|	-	psi-mi:"MI:0499"(unspecified role)	psi-mi:"MI:0499"(unspecified role)	psi-mi:"MI:0498"(prey)	psi-mi:"MI:0496"(bait)	psi-mi:"MI:0326"(protein)	psi-mi:"MI:0326"(protein)	-	-	-	-	-	-	taxid:0	-	2008/03/30	2008/03/30	-	-	-	false	-	-	-	-	psi-mi:"MI:0833"(autoradiography)	psi-mi:"MI:0833"(autoradiography)
innatedb:IDBG-35553	innatedb:IDBG-50782	ensembl:ENSG00000034152	ensembl:ENSG00000105204	uniprotkb:MP2K3_HUMAN|refseq:NP_659731|uniprotkb:P46734|refseq:NP_002747|hgnc:MAP2K3(display_short)	uniprotkb:DYR1B_HUMAN|refseq:NP_004705|uniprotkb:Q9Y463|refseq:NP_006475|refseq:NP_006474|hgnc:DYRK1B(display_short)	psi-mi:"MI:0007"(anti tag coimmunoprecipitation)	Lim et al. (2002)	pubmed:12384504 	taxid:9606(Human)	taxid:9606(Human)	psi-mi:"MI:0915"(physical association)	MI:0974(innatedb)	innatedb:IDB-114845	lpr:4|hpr:4|np:1|	-	psi-mi:"MI:0499"(unspecified role)	psi-mi:"MI:0499"(unspecified role)	psi-mi:"MI:0496"(bait)	psi-mi:"MI:0498"(prey)	psi-mi:"MI:0326"(protein)	psi-mi:"MI:0326"(protein)	-	-	-	-	-	-	taxid:9606	-	2010/03/07	2010/03/07	-	-	-	false	-	-	-	-	psi-mi:"MI:0113"(western blot)	psi-mi:"MI:0113"(western blot)
innatedb:IDBG-35553	innatedb:IDBG-84613	ensembl:ENSG00000034152	ensembl:ENSG00000112062	uniprotkb:MP2K3_HUMAN|refseq:NP_659731|uniprotkb:P46734|refseq:NP_002747|hgnc:MAP2K3(display_short)	uniprotkb:MK14_HUMAN|refseq:NP_620581|refseq:NP_620582|uniprotkb:Q16539|refseq:NP_001306|refseq:NP_620583|hgnc:MAPK14(display_short)	psi-mi:"MI:0007"(anti tag coimmunoprecipitation)	Lim et al. (2002)	pubmed:12384504 	taxid:9606(Human)	taxid:9606(Human)	psi-mi:"MI:0915"(physical association)	MI:0974(innatedb)	innatedb:IDB-114846	lpr:4|hpr:4|np:1|	-	psi-mi:"MI:0499"(unspecified role)	psi-mi:"MI:0499"(unspecified role)	psi-mi:"MI:0496"(bait)	psi-mi:"MI:0498"(prey)	psi-mi:"MI:0326"(protein)	psi-mi:"MI:0326"(protein)	-	-	-	-	-	-	taxid:9606	-	2010/03/07	2010/03/07	-	-	-	false	-	-	-	-	psi-mi:"MI:0113"(western blot)	psi-mi:"MI:0705"(anti tag western blot)
innatedb:IDBG-13123	innatedb:IDBG-50782	ensembl:ENSG00000185386	ensembl:ENSG00000105204	uniprotkb:MK11_HUMAN|refseq:NP_002742|uniprotkb:Q15759|hgnc:MAPK11(display_short)	uniprotkb:DYR1B_HUMAN|refseq:NP_004705|uniprotkb:Q9Y463|refseq:NP_006475|refseq:NP_006474|hgnc:DYRK1B(display_short)	psi-mi:"MI:0007"(anti tag coimmunoprecipitation)	Lim et al. (2002)	pubmed:12384504 	taxid:9606(Human)	taxid:9606(Human)	psi-mi:"MI:0915"(physical association)	MI:0974(innatedb)	innatedb:IDB-114847	lpr:4|hpr:4|np:1|	-	psi-mi:"MI:0499"(unspecified role)	psi-mi:"MI:0499"(unspecified role)	psi-mi:"MI:0498"(prey)	psi-mi:"MI:0496"(bait)	psi-mi:"MI:0326"(protein)	psi-mi:"MI:0326"(protein)	-	-	-	-	-	-	taxid:9606	-	2010/03/07	2010/03/07	-	-	-	false	-	-	-	-	psi-mi:"MI:0705"(anti tag western blot)	psi-mi:"MI:0396"(predetermined participant)
innatedb:IDBG-31974	innatedb:IDBG-74801	ensembl:ENSG00000109320	ensembl:ENSG00000109943	uniprotkb:NFKB1_HUMAN|refseq:NP_003989|uniprotkb:P19838|refseq:NP_001158884|hgnc:NFKB1(display_short)	uniprotkb:CRTAM_HUMAN|refseq:NP_062550|uniprotkb:O95727|hgnc:CRTAM(display_short)	psi-mi:"MI:0413"(electrophoretic mobility shift assay)	Hou et al. (2003)	pubmed:12947093	taxid:9606(Human)	taxid:9606(Human)	psi-mi:"MI:0915"(physical association)	MI:0974(innatedb)	innatedb:IDB-114848	lpr:2|hpr:2|np:1|	-	psi-mi:"MI:0499"(unspecified role)	psi-mi:"MI:0499"(unspecified role)	psi-mi:"MI:0499"(unspecified role)	psi-mi:"MI:0499"(unspecified role)	psi-mi:"MI:0326"(protein)	psi-mi:"MI:0319"(deoxyribonucleic acid)	-	-	-	-	-	-	taxid:9534	-	2010/03/07	2010/03/07	-	-	-	false	-	-	-	-	psi-mi:"MI:0833"(autoradiography)	psi-mi:"MI:0833"(autoradiography)
innatedb:IDBG-27347	innatedb:IDBG-35442	ensembl:ENSG00000168036	ensembl:ENSG00000136997	uniprotkb:CTNB1_HUMAN|refseq:NP_001895|uniprotkb:P35222|refseq:NP_001091679|refseq:NP_001091680|hgnc:CTNNB1(display_short)	uniprotkb:MYC_HUMAN|uniprotkb:P01106|refseq:NP_002458|hgnc:MYC(display_short)	psi-mi:"MI:0007"(anti tag coimmunoprecipitation)	Yan et al. (2006)	pubmed:16574648	taxid:9606(Human)	taxid:9606(Human)	psi-mi:"MI:0915"(physical association)	MI:0974(innatedb)	innatedb:IDB-114849	lpr:8|hpr:8|np:1|	-	psi-mi:"MI:0499"(unspecified role)	psi-mi:"MI:0499"(unspecified role)	psi-mi:"MI:0499"(unspecified role)	psi-mi:"MI:0499"(unspecified role)	psi-mi:"MI:0326"(protein)	psi-mi:"MI:0326"(protein)	-	-	-	-	-	-	taxid:9606	-	2008/03/30	2008/03/30	-	-	-	false	-	-	-	-	psi-mi:"MI:0363"(inferred by author)	psi-mi:"MI:0363"(inferred by author)
innatedb:IDBG-38622	innatedb:IDBG-27347	ensembl:ENSG00000039068	ensembl:ENSG00000168036	uniprotkb:CADH1_HUMAN|refseq:NP_004351|uniprotkb:P12830|hgnc:CDH1(display_short)	uniprotkb:CTNB1_HUMAN|refseq:NP_001895|uniprotkb:P35222|refseq:NP_001091679|refseq:NP_001091680|hgnc:CTNNB1(display_short)	psi-mi:"MI:0007"(anti tag coimmunoprecipitation)	Vogelmann et al. (2005)	pubmed:16219695	taxid:9606(Human)	taxid:9606(Human)	psi-mi:"MI:0915"(physical association)	MI:0974(innatedb)	innatedb:IDB-114850	lpr:7|hpr:7|np:1|	spoke	psi-mi:"MI:0499"(unspecified role)	psi-mi:"MI:0499"(unspecified role)	psi-mi:"MI:0496"(bait)	psi-mi:"MI:0498"(prey)	psi-mi:"MI:0326"(protein)	psi-mi:"MI:0326"(protein)	-	-	-	-	-	-	taxid:9606	-	2010/03/07	2010/03/07	-	-	-	false	-	-	-	-	psi-mi:"MI:0072"(monoclonal antibody western blot)	psi-mi:"MI:0072"(monoclonal antibody western blot)
innatedb:IDBG-38622	innatedb:IDBG-47369	ensembl:ENSG00000039068	ensembl:ENSG00000044115	uniprotkb:CADH1_HUMAN|refseq:NP_004351|uniprotkb:P12830|hgnc:CDH1(display_short)	uniprotkb:CTNA1_HUMAN|refseq:NP_001894|uniprotkb:P35221|refseq:NP_001277238|refseq:NP_001277239|refseq:NP_001277236|refseq:NP_001277241|hgnc:CTNNA1(display_short)	psi-mi:"MI:0007"(anti tag coimmunoprecipitation)	Vogelmann et al. (2005)	pubmed:16219695	taxid:9606(Human)	taxid:9606(Human)	psi-mi:"MI:0915"(physical association)	MI:0974(innatedb)	innatedb:IDB-114850	lpr:7|hpr:7|np:1|	spoke	psi-mi:"MI:0499"(unspecified role)	psi-mi:"MI:0499"(unspecified role)	psi-mi:"MI:0496"(bait)	psi-mi:"MI:0498"(prey)	psi-mi:"MI:0326"(protein)	psi-mi:"MI:0326"(protein)	-	-	-	-	-	-	taxid:9606	-	2010/03/07	2010/03/07	-	-	-	false	-	-	-	-	psi-mi:"MI:0072"(monoclonal antibody western blot)	psi-mi:"MI:0072"(monoclonal antibody western blot)
innatedb:IDBG-25037	innatedb:IDBG-27347	ensembl:ENSG00000145675	ensembl:ENSG00000168036	refseq:NP_852665|uniprotkb:P27986|uniprotkb:P85A_HUMAN|refseq:NP_852556|refseq:NP_852664|refseq:NP_001229395|hgnc:PIK3R1(display_short)	uniprotkb:CTNB1_HUMAN|refseq:NP_001895|uniprotkb:P35222|refseq:NP_001091679|refseq:NP_001091680|hgnc:CTNNB1(display_short)	psi-mi:"MI:0007"(anti tag coimmunoprecipitation)	Vogelmann et al. (2005)	pubmed:16219695	taxid:9606(Human)	taxid:9606(Human)	psi-mi:"MI:0915"(physical association)	MI:0974(innatedb)	innatedb:IDB-114851	lpr:7|hpr:7|np:1|	spoke	psi-mi:"MI:0499"(unspecified role)	psi-mi:"MI:0499"(unspecified role)	psi-mi:"MI:0499"(unspecified role)	psi-mi:"MI:0499"(unspecified role)	psi-mi:"MI:0326"(protein)	psi-mi:"MI:0326"(protein)	-	-	-	-	-	-	taxid:9606	-	2010/03/07	2010/03/07	-	-	-	false	-	-	-	-	psi-mi:"MI:0363"(inferred by author)	psi-mi:"MI:0363"(inferred by author)
innatedb:IDBG-25037	innatedb:IDBG-47369	ensembl:ENSG00000145675	ensembl:ENSG00000044115	refseq:NP_852665|uniprotkb:P27986|uniprotkb:P85A_HUMAN|refseq:NP_852556|refseq:NP_852664|refseq:NP_001229395|hgnc:PIK3R1(display_short)	uniprotkb:CTNA1_HUMAN|refseq:NP_001894|uniprotkb:P35221|refseq:NP_001277238|refseq:NP_001277239|refseq:NP_001277236|refseq:NP_001277241|hgnc:CTNNA1(display_short)	psi-mi:"MI:0007"(anti tag coimmunoprecipitation)	Vogelmann et al. (2005)	pubmed:16219695	taxid:9606(Human)	taxid:9606(Human)	psi-mi:"MI:0915"(physical association)	MI:0974(innatedb)	innatedb:IDB-114851	lpr:7|hpr:7|np:1|	spoke	psi-mi:"MI:0499"(unspecified role)	psi-mi:"MI:0499"(unspecified role)	psi-mi:"MI:0499"(unspecified role)	psi-mi:"MI:0499"(unspecified role)	psi-mi:"MI:0326"(protein)	psi-mi:"MI:0326"(protein)	-	-	-	-	-	-	taxid:9606	-	2010/03/07	2010/03/07	-	-	-	false	-	-	-	-	psi-mi:"MI:0363"(inferred by author)	psi-mi:"MI:0363"(inferred by author)
innatedb:IDBG-27347	innatedb:IDBG-25037	ensembl:ENSG00000168036	ensembl:ENSG00000145675	uniprotkb:CTNB1_HUMAN|refseq:NP_001895|uniprotkb:P35222|refseq:NP_001091679|refseq:NP_001091680|hgnc:CTNNB1(display_short)	refseq:NP_852665|uniprotkb:P27986|uniprotkb:P85A_HUMAN|refseq:NP_852556|refseq:NP_852664|refseq:NP_001229395|hgnc:PIK3R1(display_short)	psi-mi:"MI:0007"(anti tag coimmunoprecipitation)	Vogelmann et al. (2005)	pubmed:16219695	taxid:9606(Human)	taxid:9606(Human)	psi-mi:"MI:0915"(physical association)	MI:0974(innatedb)	innatedb:IDB-114852	lpr:7|hpr:7|np:1|	spoke	psi-mi:"MI:0499"(unspecified role)	psi-mi:"MI:0499"(unspecified role)	psi-mi:"MI:0496"(bait)	psi-mi:"MI:0498"(prey)	psi-mi:"MI:0326"(protein)	psi-mi:"MI:0326"(protein)	-	-	-	-	-	-	taxid:9606	-	2010/03/07	2010/03/07	-	-	-	false	-	-	-	-	psi-mi:"MI:0086"(polyclonal antibody western blot)	psi-mi:"MI:0072"(monoclonal antibody western blot)
innatedb:IDBG-27347	innatedb:IDBG-47369	ensembl:ENSG00000168036	ensembl:ENSG00000044115	uniprotkb:CTNB1_HUMAN|refseq:NP_001895|uniprotkb:P35222|refseq:NP_001091679|refseq:NP_001091680|hgnc:CTNNB1(display_short)	uniprotkb:CTNA1_HUMAN|refseq:NP_001894|uniprotkb:P35221|refseq:NP_001277238|refseq:NP_001277239|refseq:NP_001277236|refseq:NP_001277241|hgnc:CTNNA1(display_short)	psi-mi:"MI:0007"(anti tag coimmunoprecipitation)	Vogelmann et al. (2005)	pubmed:16219695	taxid:9606(Human)	taxid:9606(Human)	psi-mi:"MI:0915"(physical association)	MI:0974(innatedb)	innatedb:IDB-114852	lpr:7|hpr:7|np:1|	spoke	psi-mi:"MI:0499"(unspecified role)	psi-mi:"MI:0499"(unspecified role)	psi-mi:"MI:0496"(bait)	psi-mi:"MI:0498"(prey)	psi-mi:"MI:0326"(protein)	psi-mi:"MI:0326"(protein)	-	-	-	-	-	-	taxid:9606	-	2010/03/07	2010/03/07	-	-	-	false	-	-	-	-	psi-mi:"MI:0086"(polyclonal antibody western blot)	psi-mi:"MI:0072"(monoclonal antibody western blot)
